genome	gtdb_species	gtdb_genus	study_id	ecosystem_compartment	is_mag	n_phaC_matrix	n_targets_corrected	pct_triad_complete	pct_full_length	median_protein_length_aa	n_distinct_cluster07	n_clusters_known_of	pct_distinct_clusters	n_scaffolds_known	n_targets_scaffold_known_of	checkm_completeness	checkm_contamination	legitimacy_call
SUTE22-1_SAMN10231894_MAG_00000015	Unknown JABJES01	JABJES01	SUTE22-1	Seawater	True	3	3	1.000	0.667	553	3	3	1.000	3	3	87.32	1.41	likely_legit
SUTE22-1_SAMN10231901_MAG_00000150	Unknown JASMHC01	JASMHC01	SUTE22-1	Seawater	True	3	3	1.000	0.667	598	3	3	1.000	0	0	91.49	1.38	likely_legit
SUTE22-1_SAMN10231905_MAG_00000107	Unknown Nitrosopelagicus	Nitrosopelagicus	SUTE22-1	Seawater	True	3	3	1.000	0.000	355	2	3	0.667	3	3	61.35	4.21	likely_legit
SUTE22-1_SAMN10231905_MAG_00000164	Burkholderia contaminans	Burkholderia	SUTE22-1	Seawater	True	3	3	0.667	1.000	622	3	3	1.000	0	0	98.5	0.42	likely_legit
SUTE22-1_SAMN10231906_MAG_00000094	Burkholderia contaminans	Burkholderia	SUTE22-1	Seawater	True	3	3	0.667	1.000	622	3	3	1.000	0	0	98.19	0.75	likely_legit
SUTE22-1_SAMN10231906_MAG_00000183	Unknown Telluria	Telluria	SUTE22-1	Seawater	True	3	3	0.667	0.333	414	3	3	1.000	3	3	98.76	0.96	likely_legit
SUTE22-1_SAMN10231907_MAG_00000114	Burkholderia contaminans	Burkholderia	SUTE22-1	Seawater	True	3	3	0.667	1.000	622	3	3	1.000	0	0	99.51	0.69	likely_legit
SUTE22-1_SAMN10231911_MAG_00000028	Herbaspirillum huttiense	Herbaspirillum	SUTE22-1	Seawater	True	3	3	0.000	0.000	158	2	3	0.667	2	3	92.96	0.0	likely_artifact
SUTE22-1_SAMN10231911_MAG_00000121	Unknown GCA-2863065	Unknown GCA-2863065	SUTE22-1	Seawater	True	3	3	1.000	0.000	364	3	3	1.000	2	3	97.18	4.23	likely_legit
SUTE22-1_SAMN10231912_MAG_00000089	Unknown GCA-2863065	Unknown GCA-2863065	SUTE22-1	Seawater	True	3	3	1.000	0.000	364	3	3	1.000	1	1	96.75	5.0	likely_legit
SUTE22-1_SAMN10231912_MAG_00000190	Unknown UBA9042	Unknown UBA9042	SUTE22-1	Seawater	True	3	3	1.000	0.000	361	3	3	1.000	2	2	98.59	2.82	likely_legit
SUTE22-1_SAMN10231913_MAG_00000058	Unknown UBA9042	Unknown UBA9042	SUTE22-1	Seawater	True	3	3	1.000	0.000	361	3	3	1.000	1	1	98.59	4.23	likely_legit
SUTE22-1_SAMN10231913_MAG_00000073	Unknown CALDOK01	CALDOK01	SUTE22-1	Seawater	True	3	3	0.667	0.333	351	3	3	1.000	3	3	94.21	2.69	likely_legit
SUTE22-1_SAMN10231913_MAG_00000098	Unknown JAAESI01	JAAESI01	SUTE22-1	Seawater	True	3	3	0.667	0.000	381	3	3	1.000	3	3	91.77	8.04	likely_legit
SUTE22-1_SAMN10231913_MAG_00000147	Unknown JAJDOA01	Unknown JAJDOA01	SUTE22-1	Seawater	True	3	3	0.667	0.333	398	3	3	1.000	1	2	84.89	0.81	likely_legit
SUTE22-1_SAMN10231914_MAG_00000212	Unknown CAIXZC01	Unknown CAIXZC01	SUTE22-1	Seawater	True	3	3	0.667	0.000	289	3	3	1.000	1	1	81.69	1.41	likely_legit
SUTE22-1_SAMN10231914_MAG_00000243	Unknown UBA9042	Unknown UBA9042	SUTE22-1	Seawater	True	3	3	1.000	0.000	361	3	3	1.000	0	0	98.59	4.23	likely_legit
SUTE22-1_SAMN10231920_MAG_00000077	Unknown UBA868	UBA868	SUTE22-1	Seawater	True	3	3	0.333	0.000	351	2	3	0.667	2	3	88.73	1.41	uncertain
TANS21-1_SAMN12687857-S001_MAG_00000222	Unknown JAEUMD01	JAEUMD01	TANS21-1	Marine sediment	True	3	3	1.000	0.667	564	3	3	1.000	3	3	90.56	5.01	likely_legit
TANS21-1_SAMN12687857-S002_MAG_00000291	Unknown GLO-3	GLO-3	TANS21-1	Marine sediment	True	3	3	0.667	0.333	414	3	3	1.000	3	3	92.07	1.62	likely_legit
TANS21-1_SAMN12687857-S003_MAG_00000105	Unknown GLO-3	GLO-3	TANS21-1	Marine sediment	True	3	3	1.000	0.667	577	3	3	1.000	1	1	94.45	5.41	likely_legit
TANS21-1_SAMN12687859-S001_MAG_00000040	Unknown CAJQQK01	CAJQQK01	TANS21-1	Marine sediment	True	3	3	0.333	0.667	636	3	3	1.000	3	3	75.73	1.01	uncertain
TAOJ22-1_SAMN27365854_MAG_00000018	Aliiroseovarius sp938023895	Aliiroseovarius	TAOJ22-1	Seawater	True	3	3	1.000	0.667	542	3	3	1.000	2	2	74.04	1.1	likely_legit
TAOJ22-1_SAMN27365854_MAG_00000070	Aliiroseovarius crassostreae	Aliiroseovarius	TAOJ22-1	Seawater	True	3	3	1.000	0.333	454	3	3	1.000	2	3	92.98	1.26	likely_legit
TAOJ22-1_SAMN27365854_MAG_00000074	Rhodocyclus purpureus	Rhodocyclus	TAOJ22-1	Seawater	True	3	3	1.000	1.000	608	3	3	1.000	3	3	83.1	7.04	likely_legit
TAOJ22-1_SAMN27365854_MAG_00000087	Pseudothioclava arenosa	Pseudothioclava	TAOJ22-1	Seawater	True	3	3	1.000	1.000	599	3	3	1.000	3	3	86.53	1.4	likely_legit
TAOJ22-1_SAMN27365854_MAG_00000093	Pseudomonas_E fluvialis	Pseudomonas_E	TAOJ22-1	Seawater	True	3	3	0.667	0.667	558	3	3	1.000	2	3	68.1	0.86	likely_legit
TAOJ22-1_SAMN27365854_MAG_00000106	Unknown WKFI01	WKFI01	TAOJ22-1	Seawater	True	3	3	0.667	0.000	314	3	3	1.000	3	3	86.05	1.76	likely_legit
TAOJ22-1_SAMN27365854_MAG_00000158	Unknown Shimia	Shimia	TAOJ22-1	Seawater	True	3	3	1.000	0.667	589	3	3	1.000	2	3	54.42	0.0	likely_legit
TAOJ22-1_SAMN27365854_MAG_00000166	Unknown Thalassobius	Thalassobius	TAOJ22-1	Seawater	True	3	3	0.667	0.667	596	3	3	1.000	3	3	95.44	1.58	likely_legit
TAOJ22-1_SAMN27365855_MAG_00000141	Unknown Shimia	Shimia	TAOJ22-1	Seawater	True	3	3	1.000	0.667	589	3	3	1.000	0	0	93.68	1.98	likely_legit
TAOJ22-1_SAMN27365855_MAG_00000153	Phycobacter sp028890115	Phycobacter	TAOJ22-1	Seawater	True	3	3	1.000	1.000	601	3	3	1.000	1	1	95.95	1.06	likely_legit
TAOJ22-1_SAMN27365855_MAG_00000163	Pseudomonas_E fluvialis	Pseudomonas_E	TAOJ22-1	Seawater	True	3	3	0.667	0.667	558	3	3	1.000	2	3	54.48	0.0	likely_legit
TAOJ22-1_SAMN27365855_MAG_00000183	Aliiroseovarius sp938023895	Aliiroseovarius	TAOJ22-1	Seawater	True	3	3	1.000	0.667	541	3	3	1.000	2	2	83.49	2.19	likely_legit
TAOJ22-1_SAMN27365855_MAG_00000203	Unknown Thalassobius	Thalassobius	TAOJ22-1	Seawater	True	3	3	0.667	0.667	596	3	3	1.000	1	1	93.19	1.86	likely_legit
TAOJ22-1_SAMN27365855_MAG_00000269	Pseudothioclava arenosa	Pseudothioclava	TAOJ22-1	Seawater	True	3	3	1.000	1.000	599	3	3	1.000	1	1	96.08	1.62	likely_legit
TAOJ22-1_SAMN27365856_MAG_00000118	Bradyrhizobium_A sp018131225	Bradyrhizobium_A	TAOJ22-1	Seawater	True	3	3	1.000	0.333	366	3	3	1.000	2	3	99.89	0.43	likely_legit
TAOJ22-1_SAMN27365856_MAG_00000198	Unknown Shimia	Shimia	TAOJ22-1	Seawater	True	3	3	1.000	0.667	589	3	3	1.000	2	2	86.85	0.66	likely_legit
TAOJ22-1_SAMN27365858_MAG_00000009	Aliiroseovarius sp938023895	Aliiroseovarius	TAOJ22-1	Seawater	True	3	3	1.000	0.667	542	3	3	1.000	1	1	85.69	3.34	likely_legit
TAOJ22-1_SAMN27365858_MAG_00000217	Unknown Shimia	Shimia	TAOJ22-1	Seawater	True	3	3	1.000	1.000	589	3	3	1.000	1	1	96.16	0.64	likely_legit
TAOJ22-1_SAMN27365858_MAG_00000302	TMED26 sp003280605	TMED26	TAOJ22-1	Seawater	True	3	3	1.000	0.333	439	3	3	1.000	2	2	97.17	0.16	likely_legit
TAOJ22-1_SAMN27365858_MAG_00000382	UBA981 sp964012875	UBA981	TAOJ22-1	Seawater	True	3	3	1.000	0.000	391	3	3	1.000	3	3	93.78	5.48	likely_legit
TAOJ22-1_SAMN27365859_MAG_00000406	CALJDF01 sp938023835	CALJDF01	TAOJ22-1	Seawater	True	3	3	1.000	0.333	406	3	3	1.000	1	1	100.0	4.23	likely_legit
TAOJ22-1_SAMN27365859_MAG_00000454	Unknown Ponticoccus	Ponticoccus	TAOJ22-1	Seawater	True	3	3	0.667	0.667	593	3	3	1.000	2	3	83.53	4.05	likely_legit
TAOJ22-1_SAMN27365860_MAG_00000067	Sulfitobacter sp017854675	Sulfitobacter	TAOJ22-1	Seawater	True	3	3	1.000	1.000	577	3	3	1.000	3	3	78.05	3.03	likely_legit
TAOJ22-1_SAMN27365860_MAG_00000095	Planktotalea arctica	Planktotalea	TAOJ22-1	Seawater	True	3	3	1.000	0.667	570	3	3	1.000	2	2	95.2	1.6	likely_legit
TAOJ22-1_SAMN27365860_MAG_00000128	Sulfitobacter sp017854855	Sulfitobacter	TAOJ22-1	Seawater	True	3	3	1.000	1.000	601	3	3	1.000	3	3	99.25	0.38	likely_legit
TAOJ22-1_SAMN27365860_MAG_00000137	Yoonia sp023955335	Yoonia	TAOJ22-1	Seawater	True	3	3	1.000	0.667	554	3	3	1.000	1	2	87.42	2.58	likely_legit
TAOJ22-1_SAMN27365860_MAG_00000146	Unknown Sulfitobacter	Sulfitobacter	TAOJ22-1	Seawater	True	3	3	1.000	0.667	602	3	3	1.000	2	3	95.14	1.0	likely_legit
TAOJ22-1_SAMN27365860_MAG_00000163	Unknown Glaciecola	Glaciecola	TAOJ22-1	Seawater	True	3	3	0.667	0.667	578	3	3	1.000	3	3	62.7	5.17	likely_legit
TAOJ22-1_SAMN27365860_MAG_00000169	Sulfitobacter sp041552635	Sulfitobacter	TAOJ22-1	Seawater	True	3	3	1.000	0.667	602	3	3	1.000	3	3	72.73	0.0	likely_legit
TAOJ22-1_SAMN27365860_MAG_00000202	Unknown Ascidiaceihabitans	Ascidiaceihabitans	TAOJ22-1	Seawater	True	3	3	1.000	1.000	570	3	3	1.000	3	3	97.09	0.34	likely_legit
TAOJ22-1_SAMN27365861_MAG_00000121	Telluria timonae	Telluria	TAOJ22-1	Seawater	True	3	3	0.667	0.667	589	3	3	1.000	3	3	70.64	0.0	likely_legit
TAOJ22-1_SAMN27365861_MAG_00000191	Unknown Aquabacterium	Aquabacterium	TAOJ22-1	Seawater	True	3	3	1.000	1.000	597	3	3	1.000	2	3	98.26	0.93	likely_legit
TAOJ22-1_SAMN27365861_MAG_00000227	Unknown Telluria	Telluria	TAOJ22-1	Seawater	True	3	3	0.667	0.333	414	3	3	1.000	3	3	100.0	2.82	likely_legit
TAOJ22-1_SAMN27365862_MAG_00000114	Sulfitobacter sp041552635	Sulfitobacter	TAOJ22-1	Seawater	True	3	3	1.000	1.000	602	3	3	1.000	2	2	89.96	0.99	likely_legit
TAOJ22-1_SAMN27365862_MAG_00000138	Telluria timonae	Telluria	TAOJ22-1	Seawater	True	3	3	0.667	0.667	585	3	3	1.000	1	1	91.16	1.4	likely_legit
TAOJ22-1_SAMN27365862_MAG_00000140	Planktotalea arctica	Planktotalea	TAOJ22-1	Seawater	True	3	3	1.000	0.667	570	3	3	1.000	1	1	95.35	0.32	likely_legit
TAOJ22-1_SAMN27365862_MAG_00000199	Opacimonas sp002292215	Opacimonas	TAOJ22-1	Seawater	True	3	3	1.000	0.667	577	3	3	1.000	3	3	94.37	2.82	likely_legit
TAOJ22-1_SAMN27365862_MAG_00000250	Unknown Shimia	Shimia	TAOJ22-1	Seawater	True	3	3	1.000	1.000	598	3	3	1.000	1	1	85.81	0.98	likely_legit
TAOJ22-1_SAMN27365862_MAG_00000268	Unknown Sulfitobacter	Sulfitobacter	TAOJ22-1	Seawater	True	3	3	1.000	0.667	549	3	3	1.000	1	1	95.07	0.0	likely_legit
TAOJ22-1_SAMN27365863_MAG_00000055	Unknown Aquabacterium	Aquabacterium	TAOJ22-1	Seawater	True	3	3	1.000	0.667	597	3	3	1.000	2	2	84.67	2.49	likely_legit
TAOJ22-1_SAMN27365863_MAG_00000059	Telluria timonae	Telluria	TAOJ22-1	Seawater	True	3	3	0.667	0.667	587	3	3	1.000	3	3	65.52	1.72	likely_legit
TARA_SAMEA2591063_MAG_00000001	Pseudophaeobacter sp905479575	Pseudophaeobacter	TOPC	Seawater	True	3	3	0.667	0.667	602	3	3	1.000	2	2	52.59	3.45	likely_legit
TARA_SAMEA2591063_MAG_00000068	Alteromonas sp002335925	Alteromonas	TOPC	Seawater	True	3	3	1.000	0.667	579	3	3	1.000	2	3	54.02	0.0	likely_legit
TARA_SAMEA2591063_MAG_00000072	Afipia broomeae	Afipia	TOPC	Seawater	True	3	3	1.000	0.667	586	3	3	1.000	3	3	100.0	0.63	likely_legit
TARA_SAMEA2591074_MAG_00000063	Afipia broomeae	Afipia	TOPC	Seawater	True	3	3	1.000	0.333	436	3	3	1.000	1	1	97.28	2.48	likely_legit
TARA_SAMEA2591074_MAG_00000087	Alteromonas sp002691625	Alteromonas	TOPC	Seawater	True	3	3	1.000	0.667	579	3	3	1.000	2	3	97.21	0.51	likely_legit
TARA_SAMEA2591093_MAG_00000091	TMED26 sp003280605	TMED26	TOPC	Seawater	True	3	3	0.333	0.000	195	3	3	1.000	3	3	92.96	2.82	uncertain
TARA_SAMEA2591093_MAG_00000127	Afipia broomeae	Afipia	TOPC	Seawater	True	3	3	1.000	0.667	586	3	3	1.000	0	0	99.68	0.63	likely_legit
TARA_SAMEA2591094_MAG_00000009	Afipia broomeae	Afipia	TOPC	Seawater	True	3	3	1.000	0.667	586	3	3	1.000	0	0	100.0	0.63	likely_legit
TARA_SAMEA2611379_MAG_00000038	Unknown Henriciella	Henriciella	TOPC	Seawater	True	3	3	1.000	0.667	562	3	3	1.000	3	3	98.38	0.81	likely_legit
TARA_SAMEA2619398_MAG_00000011	Pseudophaeobacter sp000152965	Pseudophaeobacter	TOPC	Seawater	True	3	3	0.667	0.667	596	3	3	1.000	2	3	98.82	0.06	likely_legit
TARA_SAMEA2619443_MAG_00000075	Alteromonas sp002335925	Alteromonas	TOPC	Seawater	True	3	3	1.000	0.333	406	3	3	1.000	1	2	86.38	1.16	likely_legit
TARA_SAMEA2619505_MAG_00000078	Marinobacter flavimaris	Marinobacter	TOPC	Seawater	True	3	3	0.333	0.333	179	3	3	1.000	2	2	85.96	1.65	uncertain
TARA_SAMEA2619677_MAG_00000016	UBA1479 sp963972065	UBA1479	TOPC	Seawater	True	3	3	0.667	0.667	619	3	3	1.000	2	2	94.34	3.08	likely_legit
TARA_SAMEA2619754_MAG_00000034	UBA830 sp905479125	UBA830	TOPC	Seawater	True	3	3	0.667	0.333	416	3	3	1.000	1	1	69.52	1.74	likely_legit
TARA_SAMEA2619779_MAG_00000006	Actibacterium_A naphthalenivorans	Actibacterium_A	TOPC	Seawater	True	3	3	0.667	1.000	613	3	3	1.000	3	3	93.12	2.9	likely_legit
TARA_SAMEA2619791_MAG_00000033	Celeribacter baekdonensis_A	Celeribacter	TOPC	Seawater	True	3	3	1.000	0.667	602	3	3	1.000	1	1	98.33	0.0	likely_legit
TARA_SAMEA2619815_MAG_00000032	Unknown Amorphus	Amorphus	TOPC	Seawater	True	3	3	0.667	0.667	594	3	3	1.000	3	3	73.44	0.69	likely_legit
TARA_SAMEA2619815_MAG_00000041	Alloalcanivorax xenomutans	Alloalcanivorax	TOPC	Seawater	True	3	3	0.667	0.000	374	3	3	1.000	0	0	96.02	0.4	likely_legit
TARA_SAMEA2619832_MAG_00000010	Limnobacter sp002954425	Limnobacter	TOPC	Seawater	True	3	3	0.333	0.333	303	3	3	1.000	2	2	75.75	1.45	uncertain
TARA_SAMEA2619840_MAG_00000109	GCA-2717185 sp913044215	GCA-2717185	TOPC	Seawater	True	3	3	0.667	0.333	391	3	3	1.000	3	3	85.92	0.0	likely_legit
TARA_SAMEA2619907_MAG_00000068	GCA-2725445 sp002725445	GCA-2725445	TOPC	Seawater	True	3	3	0.667	0.333	400	3	3	1.000	3	3	97.18	1.41	likely_legit
TARA_SAMEA2619970_MAG_00000214	Unknown GCA-2731375	GCA-2731375	TOPC	Seawater	True	3	3	0.667	0.333	411	3	3	1.000	3	3	71.83	0.0	likely_legit
TARA_SAMEA2619970_MAG_00000231	Unknown JAPYRI01	JAPYRI01	TOPC	Seawater	True	3	3	1.000	0.333	429	3	3	1.000	3	3	90.14	1.41	likely_legit
TARA_SAMEA2619974_MAG_00000175	Blastomonas delafieldii_A	Blastomonas	TOPC	Seawater	True	3	3	1.000	0.333	407	3	3	1.000	1	1	77.46	0.0	likely_legit
TARA_SAMEA2619992_MAG_00000013	Unknown Amorphus	Amorphus	TOPC	Seawater	True	3	3	0.333	0.333	220	3	3	1.000	3	3	76.06	4.23	uncertain
TARA_SAMEA2620053_MAG_00000019	Halopseudomonas aestusnigri	Halopseudomonas	TOPC	Seawater	True	3	3	0.333	0.333	211	2	3	0.667	1	3	65.58	0.35	uncertain
TARA_SAMEA2620097_MAG_00000019	Casp-alpha2 sp002686255	Casp-alpha2	TOPC	Seawater	True	3	3	1.000	0.667	602	3	3	1.000	2	2	97.51	7.72	likely_legit
TARA_SAMEA2620097_MAG_00000150	UBA5680 sp002420425	UBA5680	TOPC	Seawater	True	3	3	1.000	0.667	501	3	3	1.000	2	2	92.96	4.23	likely_legit
TARA_SAMEA2620097_MAG_00000152	Alteromonas aggregata	Alteromonas	TOPC	Seawater	True	3	3	1.000	0.333	406	3	3	1.000	2	2	90.53	1.03	likely_legit
TARA_SAMEA2620120_MAG_00000011	Pacificimonas sp002375465	Pacificimonas	TOPC	Seawater	True	3	3	0.667	1.000	594	3	3	1.000	1	1	85.92	0.0	likely_legit
TARA_SAMEA2620139_MAG_00000007	Unknown Sulfitobacter	Sulfitobacter	TOPC	Seawater	True	3	3	0.667	0.667	569	3	3	1.000	2	2	87.32	1.41	likely_legit
TARA_SAMEA2620139_MAG_00000033	Salipiger bermudensis	Salipiger	TOPC	Seawater	True	3	3	0.667	0.667	580	3	3	1.000	1	1	96.01	0.6	likely_legit
TARA_SAMEA2620204_MAG_00000035	Abyssibacter profundi	Abyssibacter	TOPC	Seawater	True	3	3	0.000	0.000	122	2	3	0.667	3	3	92.83	1.35	likely_artifact
TARA_SAMEA2620249_MAG_00000015	Qipengyuania aurea	Qipengyuania	TOPC	Seawater	True	3	3	1.000	0.667	563	3	3	1.000	1	1	93.1	1.62	likely_legit
TARA_SAMEA2620256_MAG_00000020	Sneathiella sp002694385	Sneathiella	TOPC	Seawater	True	3	3	1.000	0.667	608	3	3	1.000	1	1	97.39	0.43	likely_legit
TARA_SAMEA2620355_MAG_00000015	Alteromonas sp002335925	Alteromonas	TOPC	Seawater	True	3	3	1.000	0.667	579	3	3	1.000	2	3	88.97	2.28	likely_legit
TARA_SAMEA2620379_MAG_00000010	Alteromonas sp002335925	Alteromonas	TOPC	Seawater	True	3	3	1.000	0.667	579	3	3	1.000	0	0	93.59	0.75	likely_legit
TARA_SAMEA2620379_MAG_00000027	Alteromonas aggregata	Alteromonas	TOPC	Seawater	True	3	3	1.000	0.667	578	3	3	1.000	2	2	91.2	0.81	likely_legit
TARA_SAMEA2620484_MAG_00000039	Hyphomonas sp017792385	Hyphomonas	TOPC	Seawater	True	3	3	1.000	0.667	547	3	3	1.000	3	3	74.93	1.54	likely_legit
TARA_SAMEA2620484_MAG_00000044	Unknown Qipengyuania	Qipengyuania	TOPC	Seawater	True	3	3	0.667	0.333	407	3	3	1.000	3	3	86.15	5.81	likely_legit
TARA_SAMEA2620663_MAG_00000021	Vreelandella lionensis	Vreelandella	TOPC	Seawater	True	3	3	1.000	1.000	617	3	3	1.000	3	3	92.63	2.98	likely_legit
TARA_SAMEA2620668_MAG_00000020	Hyphomonas sp002695785	Hyphomonas	TOPC	Seawater	True	3	3	1.000	0.667	563	3	3	1.000	3	3	91.7	1.14	likely_legit
TARA_SAMEA2620824_MAG_00000027	Marinobacter manganoxydans	Marinobacter	TOPC	Seawater	True	3	3	0.667	0.333	414	3	3	1.000	0	0	88.84	2.47	likely_legit
TARA_SAMEA2620925_MAG_00000015	Hyphomonas sp000682775	Hyphomonas	TOPC	Seawater	True	3	3	1.000	0.667	563	3	3	1.000	1	1	98.49	0.83	likely_legit
TARA_SAMEA2620967_MAG_00000026	Roseovarius mucosus	Roseovarius	TOPC	Seawater	True	3	3	1.000	1.000	611	2	3	0.667	2	2	96.14	1.33	likely_legit
TARA_SAMEA2621027_MAG_00000005	Alteromonas sp002335925	Alteromonas	TOPC	Seawater	True	3	3	1.000	0.667	579	3	3	1.000	1	1	91.84	1.43	likely_legit
TARA_SAMEA2621085_MAG_00000026	Hyphomonas atlantica	Hyphomonas	TOPC	Seawater	True	3	3	0.667	0.000	327	2	3	0.667	1	2	61.78	1.72	likely_legit
TARA_SAMEA2621092_MAG_00000059	Roseovarius mucosus	Roseovarius	TOPC	Seawater	True	3	3	1.000	0.667	601	2	3	0.667	1	1	94.55	1.45	likely_legit
TARA_SAMEA2621107_MAG_00000002	Roseovarius mucosus	Roseovarius	TOPC	Seawater	True	3	3	1.000	1.000	611	2	3	0.667	0	0	99.0	0.4	likely_legit
TARA_SAMEA2621132_MAG_00000081	UBA1479 sp964012715	UBA1479	TOPC	Seawater	True	3	3	0.667	0.667	622	3	3	1.000	3	3	91.18	2.49	likely_legit
TARA_SAMEA2621155_MAG_00000041	UBA1479 sp964012715	UBA1479	TOPC	Seawater	True	3	3	0.667	0.667	622	3	3	1.000	2	2	99.0	0.76	likely_legit
TARA_SAMEA2621167_MAG_00000011	Qipengyuania sp947258465	Qipengyuania	TOPC	Seawater	True	3	3	0.667	0.667	563	3	3	1.000	2	2	86.86	1.92	likely_legit
TARA_SAMEA2621191_MAG_00000027	Actibacterium_A naphthalenivorans	Actibacterium_A	TOPC	Seawater	True	3	3	0.667	1.000	613	3	3	1.000	3	3	95.82	1.61	likely_legit
TARA_SAMEA2621191_MAG_00000030	Roseovarius mucosus	Roseovarius	TOPC	Seawater	True	3	3	1.000	1.000	611	2	3	0.667	0	0	99.3	0.25	likely_legit
TARA_SAMEA2621198_MAG_00000011	UBA1479 sp964012715	UBA1479	TOPC	Seawater	True	3	3	0.333	0.333	429	3	3	1.000	2	2	60.44	1.0	uncertain
TARA_SAMEA2621204_MAG_00000070	UBA1479 sp964012715	UBA1479	TOPC	Seawater	True	3	3	0.333	0.333	429	3	3	1.000	1	1	93.73	1.24	uncertain
TARA_SAMEA2621209_MAG_00000010	Hyphomonas sp002700305	Hyphomonas	TOPC	Seawater	True	3	3	1.000	1.000	600	3	3	1.000	2	3	99.61	2.86	likely_legit
TARA_SAMEA2621216_MAG_00000072	Alteromonas sp002335925	Alteromonas	TOPC	Seawater	True	3	3	1.000	0.667	579	3	3	1.000	0	0	98.63	0.59	likely_legit
TARA_SAMEA2621222_MAG_00000127	Alteromonas sp002335925	Alteromonas	TOPC	Seawater	True	3	3	1.000	0.667	579	3	3	1.000	0	0	66.38	0.86	likely_legit
TARA_SAMEA2621225_MAG_00000009	Alteromonas sp950073835	Alteromonas	TOPC	Seawater	True	3	3	1.000	0.667	579	3	3	1.000	0	0	95.99	0.73	likely_legit
TARA_SAMEA2621242_MAG_00000020	Actibacterium_A naphthalenivorans	Actibacterium_A	TOPC	Seawater	True	3	3	0.667	1.000	613	3	3	1.000	1	1	98.64	1.89	likely_legit
TARA_SAMEA2621242_MAG_00000052	Sphingomonas sp002707985	Sphingomonas	TOPC	Seawater	True	3	3	1.000	0.667	583	3	3	1.000	3	3	97.78	1.65	likely_legit
TARA_SAMEA2621247_MAG_00000039	Hyphomonas sp036964145	Hyphomonas	TOPC	Seawater	True	3	3	1.000	0.667	610	3	3	1.000	3	3	50.0	0.0	likely_legit
TARA_SAMEA2621272_MAG_00000061	Limnobacter sp000170915	Limnobacter	TOPC	Seawater	True	3	3	0.667	0.333	408	3	3	1.000	2	2	98.59	0.0	likely_legit
TARA_SAMEA2621285_MAG_00000026	UBA1479 sp002325375	UBA1479	TOPC	Seawater	True	3	3	1.000	0.667	604	3	3	1.000	0	0	83.16	0.0	likely_legit
TARA_SAMEA2621287_MAG_00000099	Limnobacter sp000170915	Limnobacter	TOPC	Seawater	True	3	3	0.667	0.333	408	3	3	1.000	0	0	98.59	0.0	likely_legit
TARA_SAMEA2621298_MAG_00000078	Qipengyuania aurea	Qipengyuania	TOPC	Seawater	True	3	3	0.333	0.000	173	3	3	1.000	2	2	73.86	1.93	uncertain
TARA_SAMEA2621315_MAG_00000051	Tistrella mobilis	Tistrella	TOPC	Seawater	True	3	3	1.000	0.667	601	3	3	1.000	2	2	99.5	0.5	likely_legit
TARA_SAMEA2621388_MAG_00000020	Tistrella mobilis	Tistrella	TOPC	Seawater	True	3	3	1.000	0.667	601	3	3	1.000	0	0	98.01	1.0	likely_legit
TARA_SAMEA2621448_MAG_00000010	Leisingera aquimarina	Leisingera	TOPC	Seawater	True	3	3	0.000	0.333	318	3	3	1.000	2	3	80.28	1.41	likely_artifact
TARA_SAMEA2621470_MAG_00000066	Pseudophaeobacter sp000152965	Pseudophaeobacter	TOPC	Seawater	True	3	3	0.667	0.667	596	3	3	1.000	1	1	86.36	0.52	likely_legit
TARA_SAMEA2621470_MAG_00000096	SW4 sp002732825	SW4	TOPC	Seawater	True	3	3	1.000	0.667	590	3	3	1.000	2	2	94.37	0.0	likely_legit
TARA_SAMEA2621528_MAG_00000021	Loktanella salsilacus	Loktanella	TOPC	Seawater	True	3	3	1.000	0.333	436	3	3	1.000	2	3	97.68	0.76	likely_legit
TARA_SAMEA2621528_MAG_00000034	Roseovarius nitratireducens	Roseovarius	TOPC	Seawater	True	3	3	0.667	0.667	603	3	3	1.000	2	2	98.08	0.68	likely_legit
TARA_SAMEA2621724_MAG_00000053	Vreelandella aquamarina	Vreelandella	TOPC	Seawater	True	3	3	0.333	0.333	360	2	3	0.667	3	3	73.77	1.09	uncertain
TARA_SAMEA2621823_MAG_00000058	Marinibacterium anthonyi	Marinibacterium	TOPC	Seawater	True	3	3	0.667	1.000	614	3	3	1.000	2	2	98.72	0.53	likely_legit
TARA_SAMEA2621839_MAG_00000276	Cycloclasticus sp002700385	Cycloclasticus	TOPC	Seawater	True	3	3	0.333	0.000	264	3	3	1.000	3	3	69.01	0.0	uncertain
TARA_SAMEA2621859_MAG_00000118	Cycloclasticus sp002700385	Cycloclasticus	TOPC	Seawater	True	3	3	1.000	0.667	575	3	3	1.000	2	2	98.59	0.0	likely_legit
TARA_SAMEA2621872_MAG_00000027	Cycloclasticus sp002700385	Cycloclasticus	TOPC	Seawater	True	3	3	1.000	0.333	408	3	3	1.000	2	2	59.15	0.0	likely_legit
TARA_SAMEA2621872_MAG_00000041	Hyphomonas sp002700305	Hyphomonas	TOPC	Seawater	True	3	3	1.000	1.000	600	3	3	1.000	0	0	95.1	3.08	likely_legit
TARA_SAMEA2621897_MAG_00000017	Variovorax sp900115375	Variovorax	TOPC	Seawater	True	3	3	1.000	0.667	555	3	3	1.000	3	3	95.77	9.86	likely_legit
