cluster_id	n_genomes	n_studies	n_classes	top_genus
OMDBv2.0_AA_G_NR100_000035924550	1	1	1	CAKZYD01
OMDBv2.0_AA_G_NR100_000043695813	1	1	1	JASJBI01
OMDBv2.0_AA_G_NR100_000076932411	1	1	1	Halospina
OMDBv2.0_AA_G_NR100_000147291490	1	1	1	Blastochloris
OMDBv2.0_AA_G_NR100_000148573032	1	1	1	Fontimonas
OMDBv2.0_AA_G_NR100_000159570983	1	1	1	Megaera
OMDBv2.0_AA_G_NR100_000236703654	1	1	1	JAYZVO01
OMDBv2.0_AA_G_NR100_000054008585	1	1	1	JAJFGK01
OMDBv2.0_AA_G_NR100_000140152926	1	1	1	Cupriavidus
OMDBv2.0_AA_G_NR100_000145295433	1	1	1	Pseudoroseomonas
OMDBv2.0_AA_G_NR100_000160246545	1	1	1	UBA724
OMDBv2.0_AA_G_NR100_000040420795	1	1	1	UBA1479
OMDBv2.0_AA_G_NR100_000129117370	1	1	1	Thermohalobaculum
OMDBv2.0_AA_G_NR100_000148045156	1	1	1	Paracraurococcus
OMDBv2.0_AA_G_NR100_000163409699	1	1	1	Kordiimonas
OMDBv2.0_AA_G_NR100_000186571767	1	1	1	Hyphobacterium
OMDBv2.0_AA_G_NR100_000203953007	1	1	1	Sphaerotilus
OMDBv2.0_AA_G_NR100_000230779094	1	1	1	JALTZE01
OMDBv2.0_AA_G_NR100_000007067963	1	1	1	SG8-40
OMDBv2.0_AA_G_NR100_000043701500	1	1	1	Unknown CALKHQ01
OMDBv2.0_AA_G_NR100_000071447097	1	1	1	CAMYKD01
OMDBv2.0_AA_G_NR100_000141055454	1	1	1	Kordiimonas
OMDBv2.0_AA_G_NR100_000001712061	1	1	1	JAJFIE01
OMDBv2.0_AA_G_NR100_000181763856	1	1	1	JABJCZ01
OMDBv2.0_AA_G_NR100_000197201598	1	1	1	Marivibrio
OMDBv2.0_AA_G_NR100_000226321678	1	1	1	Paremcibacter
OMDBv2.0_AA_G_NR100_000056530384	1	1	1	JAJEFO01
OMDBv2.0_AA_G_NR100_000201498777	1	1	1	Maricaulis
OMDBv2.0_AA_G_NR100_000044200994	1	1	1	Unknown JAKSDN01
OMDBv2.0_AA_G_NR100_000161145434	1	1	1	Porticoccus
OMDBv2.0_AA_G_NR100_000172886890	1	1	1	JAJRSS01
OMDBv2.0_AA_G_NR100_000226442436	1	1	1	JAJFHR01
OMDBv2.0_AA_G_NR100_000229317372	1	1	1	Lichenihabitans
OMDBv2.0_AA_G_NR100_000151296263	1	1	1	Pelagibius
OMDBv2.0_AA_G_NR100_000246246985	1	1	1	Unknown Minwuiaceae
OMDBv2.0_AA_G_NR100_000002702320	1	1	1	JAACDH01
OMDBv2.0_AA_G_NR100_000041208734	1	1	1	Magnetovibrio
OMDBv2.0_AA_G_NR100_000104475834	1	1	1	Casp-alpha2
OMDBv2.0_AA_G_NR100_000138973157	1	1	1	Paramagnetospirillum
OMDBv2.0_AA_G_NR100_000165958730	1	1	1	Unknown Rhodospirillales
OMDBv2.0_AA_G_NR100_000054065823	1	1	1	JAJFGK01
OMDBv2.0_AA_G_NR100_000064886341	1	1	1	JABILA01
OMDBv2.0_AA_G_NR100_000137966204	1	1	1	Gallaecimonas
OMDBv2.0_AA_G_NR100_000174814502	1	1	1	Unknown Nitriliruptoraceae
OMDBv2.0_AA_G_NR100_000198787267	1	1	1	Rickettsia
OMDBv2.0_AA_G_NR100_000247320336	1	1	1	Casp-alpha2
OMDBv2.0_AA_G_NR100_000010079125	1	1	1	JAHIVH01
OMDBv2.0_AA_G_NR100_000041676054	1	1	1	Unknown J153
OMDBv2.0_AA_G_NR100_000145319549	1	1	1	Azospirillum
OMDBv2.0_AA_G_NR100_000178483319	1	1	1	Unknown UBA796
OMDBv2.0_AA_G_NR100_000127702058	1	1	1	S015-6
OMDBv2.0_AA_G_NR100_000145154032	1	1	1	Limnohabitans
OMDBv2.0_AA_G_NR100_000145192307	1	1	1	Roseovarius
OMDBv2.0_AA_G_NR100_000145779432	1	1	1	Piscinibacter
OMDBv2.0_AA_G_NR100_000149546716	1	1	1	Verticiella
OMDBv2.0_AA_G_NR100_000165461940	1	1	1	Pseudonocardia
OMDBv2.0_AA_G_NR100_000170078205	1	1	1	J085
OMDBv2.0_AA_G_NR100_000181487963	1	1	1	Pelomonas
OMDBv2.0_AA_G_NR100_000236143598	1	1	1	JBDNIO01
OMDBv2.0_AA_G_NR100_000239635945	1	1	1	Unknown JAPPOO01
OMDBv2.0_AA_G_NR100_000146240871	1	1	1	Rhodoferax_C
OMDBv2.0_AA_G_NR100_000149359775	1	1	1	Elioraea
OMDBv2.0_AA_G_NR100_000150191435	1	1	1	Roseibium
OMDBv2.0_AA_G_NR100_000153690877	1	1	1	Legionella_A
OMDBv2.0_AA_G_NR100_000159435323	1	1	1	PALSA-1004
OMDBv2.0_AA_G_NR100_000238022540	1	1	1	Unknown UBA1532
OMDBv2.0_AA_G_NR100_000242551829	1	1	1	RYN-111
OMDBv2.0_AA_G_NR100_000145024345	1	1	1	Glaciimonas
OMDBv2.0_AA_G_NR100_000148848041	1	1	1	Chitinivorax
OMDBv2.0_AA_G_NR100_000174112187	1	1	1	Stieleria
OMDBv2.0_AA_G_NR100_000191150485	1	1	1	Unknown Parvibaculaceae
OMDBv2.0_AA_G_NR100_000212207518	1	1	1	JAAAPF01
OMDBv2.0_AA_G_NR100_000007088943	1	1	1	Unknown CAIRSR01
OMDBv2.0_AA_G_NR100_000010151405	1	1	1	Aquabacterium
OMDBv2.0_AA_G_NR100_000129166138	1	1	1	JALSRG01
OMDBv2.0_AA_G_NR100_000140574680	1	1	1	Ramlibacter
OMDBv2.0_AA_G_NR100_000146275207	1	1	1	Nioella
OMDBv2.0_AA_G_NR100_000148012333	1	1	1	Aquitalea
OMDBv2.0_AA_G_NR100_000149730620	1	1	1	Trebonia
OMDBv2.0_AA_G_NR100_000151454788	1	1	1	Leeia
OMDBv2.0_AA_G_NR100_000001859015	1	1	1	Rhodoferax
OMDBv2.0_AA_G_NR100_000017073054	1	1	1	Aquabacterium
OMDBv2.0_AA_G_NR100_000044153638	1	1	1	XYA12-FULL-58-9
OMDBv2.0_AA_G_NR100_000044237521	1	1	1	Aestuariivita
OMDBv2.0_AA_G_NR100_000140293560	1	1	1	Sulfuritalea
OMDBv2.0_AA_G_NR100_000140497412	1	1	1	Lampropedia
OMDBv2.0_AA_G_NR100_000159549508	1	1	1	PALSA-1004
OMDBv2.0_AA_G_NR100_000166361283	1	1	1	SMWK01
OMDBv2.0_AA_G_NR100_000172174976	1	1	1	Lutimaribacter
OMDBv2.0_AA_G_NR100_000181316422	1	1	1	Phycobacter
OMDBv2.0_AA_G_NR100_000182221194	1	1	1	Glaciecola
OMDBv2.0_AA_G_NR100_000138480690	1	1	1	Chitiniphilus
OMDBv2.0_AA_G_NR100_000148621979	1	1	1	Phreatobacter
OMDBv2.0_AA_G_NR100_000151132446	1	1	1	Roseovarius
OMDBv2.0_AA_G_NR100_000180481535	1	1	1	GLO-3
OMDBv2.0_AA_G_NR100_000148255102	1	1	1	Polymorphobacter_A
OMDBv2.0_AA_G_NR100_000140295326	1	1	1	Sulfuritalea
OMDBv2.0_AA_G_NR100_000163112435	1	1	1	Unknown Rhodobacteraceae
OMDBv2.0_AA_G_NR100_000179767789	1	1	1	Burkholderia
OMDBv2.0_AA_G_NR100_000190687810	1	1	1	GCA-2709565
OMDBv2.0_AA_G_NR100_000192444195	1	1	1	GCA-2863045
OMDBv2.0_AA_G_NR100_000206926808	1	1	1	Hwanghaeella
OMDBv2.0_AA_G_NR100_000244514221	1	1	1	SZUA-592
OMDBv2.0_AA_G_NR100_000246472837	1	1	1	Unknown G022571365
OMDBv2.0_AA_G_NR100_000038278747	1	1	1	JAQSWP01
OMDBv2.0_AA_G_NR100_000144211022	1	1	1	Pseudonocardia
OMDBv2.0_AA_G_NR100_000248548440	1	1	1	JADFIF01
OMDBv2.0_AA_G_NR100_000043702496	1	1	1	Unknown CALKHQ01
OMDBv2.0_AA_G_NR100_000043820995	1	1	1	Unknown DSM-21967
OMDBv2.0_AA_G_NR100_000068465190	1	1	1	UBA3077
OMDBv2.0_AA_G_NR100_000163806252	1	1	1	Unknown Rickettsiales
OMDBv2.0_AA_G_NR100_000199446999	1	1	1	CAXBMB01
OMDBv2.0_AA_G_NR100_000006701911	1	1	1	G023898765
OMDBv2.0_AA_G_NR100_000127346572	1	1	1	WFPA01
OMDBv2.0_AA_G_NR100_000198719619	1	1	1	Unknown UBA3002
OMDBv2.0_AA_G_NR100_000147524634	1	1	1	Halovenus
OMDBv2.0_AA_G_NR100_000246156707	1	1	1	Unknown UBA3002
OMDBv2.0_AA_G_NR100_000248301744	1	1	1	Halalkalicoccus
OMDBv2.0_AA_G_NR100_000062319651	1	1	1	Unknown QNYZ01
OMDBv2.0_AA_G_NR100_000150156871	1	1	1	Rhodospira
OMDBv2.0_AA_G_NR100_000159640098	1	1	1	Limnohabitans
OMDBv2.0_AA_G_NR100_000149961161	1	1	1	Stieleria
OMDBv2.0_AA_G_NR100_000247644487	1	1	1	Casp-alpha2
OMDBv2.0_AA_G_NR100_000128139683	1	1	1	Unknown Legionellaceae
OMDBv2.0_AA_G_NR100_000161756053	1	1	1	JAGSHC01
OMDBv2.0_AA_G_NR100_000244633853	1	1	1	JARFQH01
OMDBv2.0_AA_G_NR100_000013069023	1	1	1	JADJPF01
OMDBv2.0_AA_G_NR100_000013584883	1	1	1	UBA2128
OMDBv2.0_AA_G_NR100_000146200839	1	1	1	AK92
OMDBv2.0_AA_G_NR100_000163352537	1	1	1	Pontivivens
OMDBv2.0_AA_G_NR100_000246446457	1	1	1	JAPULJ01
OMDBv2.0_AA_G_NR100_000180400301	1	1	1	S5133MH16
OMDBv2.0_AA_G_NR100_000000426420	1	1	1	Sulfitobacter
OMDBv2.0_AA_G_NR100_000199307736	1	1	1	Nisaea
OMDBv2.0_AA_G_NR100_000041410101	1	1	1	Unknown JAKSDN01
OMDBv2.0_AA_G_NR100_000082097197	1	1	1	GCA-2708415
OMDBv2.0_AA_G_NR100_000148541460	1	1	1	Legionella
OMDBv2.0_AA_G_NR100_000131045995	1	1	1	JAHDDY01
OMDBv2.0_AA_G_NR100_000041500289	1	1	1	Unknown DC-out160
OMDBv2.0_AA_G_NR100_000044906969	1	1	1	UBA7887
OMDBv2.0_AA_G_NR100_000166440691	1	1	1	JAPUGB01
OMDBv2.0_AA_G_NR100_000212152076	1	1	1	Unknown JBCCNR01
OMDBv2.0_AA_G_NR100_000170333623	1	1	1	CAXMNX01
OMDBv2.0_AA_G_NR100_000142039861	1	1	1	Planktotalea
OMDBv2.0_AA_G_NR100_000098881065	1	1	1	VXOI01
OMDBv2.0_AA_G_NR100_000181732167	1	1	1	JAYPWI01
OMDBv2.0_AA_G_NR100_000037277088	1	1	1	JAWQFO01
OMDBv2.0_AA_G_NR100_000229933876	1	1	1	Halomonas
OMDBv2.0_AA_G_NR100_000054022523	1	1	1	Unknown HK1
OMDBv2.0_AA_G_NR100_000148050071	1	1	1	Paracraurococcus
OMDBv2.0_AA_G_NR100_000170294088	1	1	1	SG8-40
OMDBv2.0_AA_G_NR100_000223558156	1	1	1	CABZJG01
OMDBv2.0_AA_G_NR100_000054041535	1	1	1	UBA1847
OMDBv2.0_AA_G_NR100_000169838200	1	1	1	Simplicispira
OMDBv2.0_AA_G_NR100_000003043044	1	1	1	JACKFC01
OMDBv2.0_AA_G_NR100_000043830921	1	1	1	Trichodesmium
OMDBv2.0_AA_G_NR100_000074713786	1	1	1	Salinivivens
OMDBv2.0_AA_G_NR100_000169552538	1	1	1	Polaromonas
OMDBv2.0_AA_G_NR100_000244341853	1	1	1	Marinobacter
OMDBv2.0_AA_G_NR100_000138037614	1	1	1	Tatlockia
OMDBv2.0_AA_G_NR100_000037287748	1	1	1	Sulfitobacter
OMDBv2.0_AA_G_NR100_000114652170	1	1	1	Ahrensia
OMDBv2.0_AA_G_NR100_000136967323	1	1	1	Vibrio
OMDBv2.0_AA_G_NR100_000197733966	1	1	1	Ketobacter
OMDBv2.0_AA_G_NR100_000245342633	1	1	1	Halomonas
OMDBv2.0_AA_G_NR100_000170079692	1	1	1	J085
OMDBv2.0_AA_G_NR100_000057078748	1	1	1	Sandarakinorhabdus
OMDBv2.0_AA_G_NR100_000230576102	1	1	1	Pyruvatibacter
OMDBv2.0_AA_G_NR100_000144333361	1	1	1	Nitrosocaldus
OMDBv2.0_AA_G_NR100_000051773031	1	1	1	JAHZLG01
OMDBv2.0_AA_G_NR100_000153044274	1	1	1	Pseudonocardia
OMDBv2.0_AA_G_NR100_000228134080	1	1	1	Unknown JAUHZG01
OMDBv2.0_AA_G_NR100_000245401210	1	1	1	Sulfuritalea
OMDBv2.0_AA_G_NR100_000208828936	1	1	1	HK1
OMDBv2.0_AA_G_NR100_000008401396	1	1	1	Unknown Desulfosarcinaceae
OMDBv2.0_AA_G_NR100_000148579820	1	1	1	Halorientalis
OMDBv2.0_AA_G_NR100_000174113291	1	1	1	Stieleria
OMDBv2.0_AA_G_NR100_000138680328	1	1	1	Salinarchaeum
OMDBv2.0_AA_G_NR100_000150827155	1	1	1	Salinirussus
OMDBv2.0_AA_G_NR100_000035926106	1	1	1	CAKZYD01
OMDBv2.0_AA_G_NR100_000106614061	1	1	1	UBA6807
OMDBv2.0_AA_G_NR100_000218771653	1	1	1	CAWUJT01
OMDBv2.0_AA_G_NR100_000056701198	1	1	1	Unknown JAEUOS01
OMDBv2.0_AA_G_NR100_000154303122	1	1	1	Unknown Arenicellales
OMDBv2.0_AA_G_NR100_000072679977	1	1	1	HK1
OMDBv2.0_AA_G_NR100_000182219778	1	1	1	Glaciecola
OMDBv2.0_AA_G_NR100_000138017011	1	1	1	Haloferax
OMDBv2.0_AA_G_NR100_000043604300	1	1	1	JAUXGQ01
OMDBv2.0_AA_G_NR100_000076912723	1	1	1	Natronomonas
OMDBv2.0_AA_G_NR100_000162195567	1	1	1	Dasania
OMDBv2.0_AA_G_NR100_000158852807	1	1	1	Halopseudomonas
OMDBv2.0_AA_G_NR100_000190971000	1	1	1	JAGSHC01
OMDBv2.0_AA_G_NR100_000043888550	1	1	1	JASJDC01
OMDBv2.0_AA_G_NR100_000130692486	1	1	1	HK1
OMDBv2.0_AA_G_NR100_000230474145	1	1	1	Acuticoccus
OMDBv2.0_AA_G_NR100_000171533589	1	1	1	UBA4421
OMDBv2.0_AA_G_NR100_000236912997	1	1	1	Thermohalobaculum
OMDBv2.0_AA_G_NR100_000106876682	1	1	1	Thermohalobaculum
OMDBv2.0_AA_G_NR100_000205206817	1	1	1	Unknown Gammaproteobacteria
OMDBv2.0_AA_G_NR100_000002672928	1	1	1	CALCXL01
OMDBv2.0_AA_G_NR100_000033481795	1	1	1	Thermohalobaculum
OMDBv2.0_AA_G_NR100_000231935759	1	1	1	Thermohalobaculum
OMDBv2.0_AA_G_NR100_000231215413	1	1	1	Temperatibacter
OMDBv2.0_AA_G_NR100_000036213114	1	1	1	Thermohalobaculum
OMDBv2.0_AA_G_NR100_000038396386	1	1	1	Hyphomonas
OMDBv2.0_AA_G_NR100_000183746457	1	1	1	Thermohalobaculum
OMDBv2.0_AA_G_NR100_000079053112	1	1	1	CAIOHZ01
OMDBv2.0_AA_G_NR100_000178758418	1	1	1	Unknown UBA9615
OMDBv2.0_AA_G_NR100_000146166302	1	1	1	Halorussus
OMDBv2.0_AA_G_NR100_000103879901	1	1	1	M0108
OMDBv2.0_AA_G_NR100_000178736998	1	1	1	CALDOK01
OMDBv2.0_AA_G_NR100_000036477650	1	1	1	Kordiimonas_A
OMDBv2.0_AA_G_NR100_000178970475	1	1	1	Unknown UBA9615
OMDBv2.0_AA_G_NR100_000009098320	1	1	1	JAABYT01
OMDBv2.0_AA_G_NR100_000039625127	1	1	1	NORP240
OMDBv2.0_AA_G_NR100_000045550262	1	1	1	HIMB30
OMDBv2.0_AA_G_NR100_000178710227	1	1	1	Unknown JAFGLY01
OMDBv2.0_AA_G_NR100_000053923843	1	1	1	JAAETI01
OMDBv2.0_AA_G_NR100_000166222845	1	1	1	JAHEKE01
OMDBv2.0_AA_G_NR100_000172161162	1	1	1	Unknown Nitrococcaceae
OMDBv2.0_AA_G_NR100_000182791076	1	1	1	Unknown Rhodobacteraceae
OMDBv2.0_AA_G_NR100_000174615352	1	1	1	Algiphilus
OMDBv2.0_AA_G_NR100_000197363339	1	1	1	Legionella_A
OMDBv2.0_AA_G_NR100_000020482416	1	1	1	Bradyrhizobium
OMDBv2.0_AA_G_NR100_000103708875	1	1	1	Polynucleobacter
OMDBv2.0_AA_G_NR100_000151549782	1	1	1	Aliiroseovarius
OMDBv2.0_AA_G_NR100_000228434098	1	1	1	Roseovarius
OMDBv2.0_AA_G_NR100_000242987606	1	1	1	Polaromonas
OMDBv2.0_AA_G_NR100_000038996796	1	1	1	Novosphingobium
OMDBv2.0_AA_G_NR100_000041187467	1	1	1	Desulfoluna
OMDBv2.0_AA_G_NR100_000140681541	1	1	1	AAP99
OMDBv2.0_AA_G_NR100_000150191431	1	1	1	Roseibium
OMDBv2.0_AA_G_NR100_000165507342	1	1	1	Halopseudomonas
OMDBv2.0_AA_G_NR100_000036688003	1	1	1	EhC02
OMDBv2.0_AA_G_NR100_000079386150	1	1	1	JANQLI01
OMDBv2.0_AA_G_NR100_000107177459	1	1	1	CALLCD01
OMDBv2.0_AA_G_NR100_000147554394	1	1	1	Pusillimonas_D
OMDBv2.0_AA_G_NR100_000151625594	1	1	1	Streptomyces
OMDBv2.0_AA_G_NR100_000214668027	1	1	1	JANQMR01
OMDBv2.0_AA_G_NR100_000244922697	1	1	1	IMCC2047
OMDBv2.0_AA_G_NR100_000143550633	1	1	1	Paracoccus
OMDBv2.0_AA_G_NR100_000225966400	1	1	1	UBA954
OMDBv2.0_AA_G_NR100_000036551149	1	1	1	Halopseudomonas
OMDBv2.0_AA_G_NR100_000148047724	1	1	1	Paracraurococcus
OMDBv2.0_AA_G_NR100_000167406597	1	1	1	Unknown Halieaceae
OMDBv2.0_AA_G_NR100_000237172810	1	1	1	Unknown LLD-282
OMDBv2.0_AA_G_NR100_000104013453	1	1	1	UBA2192
OMDBv2.0_AA_G_NR100_000160779231	1	1	1	Sphingorhabdus_B
OMDBv2.0_AA_G_NR100_000181520258	1	1	1	IMCC2047
OMDBv2.0_AA_G_NR100_000010237910	1	1	1	Unknown Desulfosarcinaceae
OMDBv2.0_AA_G_NR100_000085750783	1	1	1	Eutrophovita
OMDBv2.0_AA_G_NR100_000103793169	1	1	1	Malikia
OMDBv2.0_AA_G_NR100_000145045835	1	1	1	Algicoccus
OMDBv2.0_AA_G_NR100_000147732220	1	1	1	Leisingera
OMDBv2.0_AA_G_NR100_000161195157	1	1	1	Henriciella
OMDBv2.0_AA_G_NR100_000151629925	1	1	1	Streptomyces
OMDBv2.0_AA_G_NR100_000079387460	1	1	1	JANQLI01
OMDBv2.0_AA_G_NR100_000157262288	1	1	1	UBA1664
OMDBv2.0_AA_G_NR100_000181433075	1	1	1	Unknown Rickettsiaceae
OMDBv2.0_AA_G_NR100_000229489332	1	1	1	Novosphingobium
OMDBv2.0_AA_G_NR100_000172160677	1	1	1	Unknown Nitrococcaceae
OMDBv2.0_AA_G_NR100_000202990263	1	1	1	IMCC2047
OMDBv2.0_AA_G_NR100_000246403548	1	1	1	JAZFZN01
OMDBv2.0_AA_G_NR100_000007993387	1	1	1	Unknown JAHJQQ01
OMDBv2.0_AA_G_NR100_000175246819	1	1	1	Unknown JACAEB01
OMDBv2.0_AA_G_NR100_000200347967	1	1	1	GM7GCV1
OMDBv2.0_AA_G_NR100_000131290009	1	1	1	UBA1664
OMDBv2.0_AA_G_NR100_000141986694	1	1	1	Legionella
OMDBv2.0_AA_G_NR100_000160338775	1	1	1	Neptuniibacter
OMDBv2.0_AA_G_NR100_000079061858	1	1	1	Polynucleobacter
OMDBv2.0_AA_G_NR100_000165415564	1	1	1	GM7GCV1
OMDBv2.0_AA_G_NR100_000129513619	1	1	1	UBA9145
OMDBv2.0_AA_G_NR100_000244557674	1	1	1	Unknown Eutrophobiaceae
OMDBv2.0_AA_G_NR100_000033392847	1	1	1	Unknown GM7GCV1
OMDBv2.0_AA_G_NR100_000140105940	1	1	1	Serpens
OMDBv2.0_AA_G_NR100_000140823244	1	1	1	Ichthyocystis
OMDBv2.0_AA_G_NR100_000144810639	1	1	1	Pukyongiella
OMDBv2.0_AA_G_NR100_000149546380	1	1	1	Verticiella
OMDBv2.0_AA_G_NR100_000246987891	1	1	1	Unknown JACDCP01
OMDBv2.0_AA_G_NR100_000156493373	1	1	1	Pseudooceanicola
OMDBv2.0_AA_G_NR100_000158938252	1	1	1	UBA1664
OMDBv2.0_AA_G_NR100_000038976515	1	1	1	UBA4582
OMDBv2.0_AA_G_NR100_000147761909	1	1	1	Herbaspirillum
OMDBv2.0_AA_G_NR100_000159191862	1	1	1	Z2-YC6860
OMDBv2.0_AA_G_NR100_000182792801	1	1	1	Unknown Rhodobacteraceae
OMDBv2.0_AA_G_NR100_000246844662	1	1	1	Unknown JAVJVX01
OMDBv2.0_AA_G_NR100_000071485868	1	1	1	CADEDH01
OMDBv2.0_AA_G_NR100_000085556180	1	1	1	UBA1664
OMDBv2.0_AA_G_NR100_000166199420	1	1	1	Unknown Azotimanducaceae
OMDBv2.0_AA_G_NR100_000173936818	1	1	1	Unknown JABCZS01
OMDBv2.0_AA_G_NR100_000229544457	1	1	1	Yoonia
OMDBv2.0_AA_G_NR100_000238239030	1	1	1	Unknown SG8-38
OMDBv2.0_AA_G_NR100_000148795588	1	1	1	Rhodococcus_G
OMDBv2.0_AA_G_NR100_000148992807	1	1	1	Sulfitobacter_E
OMDBv2.0_AA_G_NR100_000197221556	1	1	1	Pseudooceanicola
OMDBv2.0_AA_G_NR100_000203004326	1	1	1	Pseudosulfitobacter
OMDBv2.0_AA_G_NR100_000239086663	1	1	1	JAJRRA01
OMDBv2.0_AA_G_NR100_000244928302	1	1	1	Unknown CAJXQU01
OMDBv2.0_AA_G_NR100_000107399181	1	1	1	JAUIAI01
OMDBv2.0_AA_G_NR100_000165467392	1	1	1	Janibacter
OMDBv2.0_AA_G_NR100_000166772095	1	1	1	Unknown JABWBV01
OMDBv2.0_AA_G_NR100_000171763097	1	1	1	CAJQNE01
OMDBv2.0_AA_G_NR100_000175064984	1	1	1	JADZAI01
OMDBv2.0_AA_G_NR100_000244940970	1	1	1	Unknown Cycloclasticaceae
OMDBv2.0_AA_G_NR100_000140105938	1	1	1	Serpens
OMDBv2.0_AA_G_NR100_000151503897	1	1	1	Sphingopyxis
OMDBv2.0_AA_G_NR100_000165987599	1	1	1	JASBSO01
OMDBv2.0_AA_G_NR100_000238833759	1	1	1	JAPUGB01
OMDBv2.0_AA_G_NR100_000037759390	1	1	1	Pelomonas
OMDBv2.0_AA_G_NR100_000040922832	1	1	1	Unknown Nevskiales
OMDBv2.0_AA_G_NR100_000167452687	1	1	1	Unknown Woeseiaceae
OMDBv2.0_AA_G_NR100_000010553223	1	1	1	JACVQI01
OMDBv2.0_AA_G_NR100_000038311716	1	1	1	Rugosibacter
OMDBv2.0_AA_G_NR100_000136433986	1	1	1	Alkalilimnicola
OMDBv2.0_AA_G_NR100_000150903336	1	1	1	Caulobacter
OMDBv2.0_AA_G_NR100_000217388252	1	1	1	Unknown UXAT02
OMDBv2.0_AA_G_NR100_000161072073	1	1	1	Nocardioides
OMDBv2.0_AA_G_NR100_000167562105	1	1	1	JAACFE01
OMDBv2.0_AA_G_NR100_000219104540	1	1	1	Unknown LLD-282
OMDBv2.0_AA_G_NR100_000033406021	1	1	1	Unknown GM7GCV1
OMDBv2.0_AA_G_NR100_000213831658	1	1	1	Persebacter
OMDBv2.0_AA_G_NR100_000059411677	1	1	1	Unknown Rhodospirillales
OMDBv2.0_AA_G_NR100_000146597314	1	1	1	Zavarzinia
OMDBv2.0_AA_G_NR100_000186547620	1	1	1	GCA-2707205
OMDBv2.0_AA_G_NR100_000227972303	1	1	1	R2A130
OMDBv2.0_AA_G_NR100_000076958491	1	1	1	Methylohalomonas
OMDBv2.0_AA_G_NR100_000077185977	1	1	1	JAADHX01
OMDBv2.0_AA_G_NR100_000104666675	1	1	1	SG8-39
OMDBv2.0_AA_G_NR100_000138012337	1	1	1	Acidocella
OMDBv2.0_AA_G_NR100_000149728146	1	1	1	Trebonia
OMDBv2.0_AA_G_NR100_000150037358	1	1	1	Kushneria
OMDBv2.0_AA_G_NR100_000152692034	1	1	1	Tsukamurella
OMDBv2.0_AA_G_NR100_000153149019	1	1	1	Paludibacterium
OMDBv2.0_AA_G_NR100_000153615617	1	1	1	Pseudoprimorskyibacter
OMDBv2.0_AA_G_NR100_000010291121	1	1	1	CAMYKZ01
OMDBv2.0_AA_G_NR100_000159588145	1	1	1	CAWUNB01
OMDBv2.0_AA_G_NR100_000009979122	1	1	1	Unknown DSM-26407
OMDBv2.0_AA_G_NR100_000104080380	1	1	1	Unknown Pseudomonadaceae
OMDBv2.0_AA_G_NR100_000148769827	1	1	1	Aquabacterium
OMDBv2.0_AA_G_NR100_000149981851	1	1	1	Parahaliea
OMDBv2.0_AA_G_NR100_000152337005	1	1	1	Jeongeupia
OMDBv2.0_AA_G_NR100_000179831794	1	1	1	SZUA-117
OMDBv2.0_AA_G_NR100_000202651152	1	1	1	Unknown UBA2964
OMDBv2.0_AA_G_NR100_000217415592	1	1	1	Unknown WYAZ01
OMDBv2.0_AA_G_NR100_000236108558	1	1	1	Salinisphaera
OMDBv2.0_AA_G_NR100_000007088803	1	1	1	Unknown CAIRSR01
OMDBv2.0_AA_G_NR100_000033475651	1	1	1	Unknown GM7GCV1
OMDBv2.0_AA_G_NR100_000130905915	1	1	1	R2A130
OMDBv2.0_AA_G_NR100_000146496539	1	1	1	Hydrogenophilus
OMDBv2.0_AA_G_NR100_000148895655	1	1	1	Shimia_E
OMDBv2.0_AA_G_NR100_000152337896	1	1	1	Jeongeupia
OMDBv2.0_AA_G_NR100_000159771979	1	1	1	Limnohabitans
OMDBv2.0_AA_G_NR100_000203992998	1	1	1	Piscinibacter
OMDBv2.0_AA_G_NR100_000231902367	1	1	1	SG8-40
OMDBv2.0_AA_G_NR100_000131333334	1	1	1	CAKZTM01
OMDBv2.0_AA_G_NR100_000154234957	1	1	1	Persebacter
OMDBv2.0_AA_G_NR100_000184492987	1	1	1	SYFN01
OMDBv2.0_AA_G_NR100_000234470503	1	1	1	JBALVT01
OMDBv2.0_AA_G_NR100_000242023620	1	1	1	Desulforhopalus
OMDBv2.0_AA_G_NR100_000018632459	1	1	1	Psychrobium
OMDBv2.0_AA_G_NR100_000140109778	1	1	1	Sphingomonas
OMDBv2.0_AA_G_NR100_000140857726	1	1	1	Paucibacter_A
OMDBv2.0_AA_G_NR100_000218055461	1	1	1	JANQGQ01
OMDBv2.0_AA_G_NR100_000009056049	1	1	1	Unknown WYBJ01
OMDBv2.0_AA_G_NR100_000062776298	1	1	1	JACESU01
OMDBv2.0_AA_G_NR100_000152410047	1	1	1	Pontivivens
OMDBv2.0_AA_G_NR100_000157986742	1	1	1	Sphingomonas
OMDBv2.0_AA_G_NR100_000160361993	1	1	1	Alteromonas
OMDBv2.0_AA_G_NR100_000229287655	1	1	1	SLM-1
OMDBv2.0_AA_G_NR100_000035923829	1	1	1	CAKZYD01
OMDBv2.0_AA_G_NR100_000051127052	1	1	1	Yoonia
OMDBv2.0_AA_G_NR100_000129166542	1	1	1	JALSRG01
OMDBv2.0_AA_G_NR100_000138481233	1	1	1	Chitiniphilus
OMDBv2.0_AA_G_NR100_000141241454	1	1	1	Caenibius
OMDBv2.0_AA_G_NR100_000149885988	1	1	1	Paracoccus
