target_id	genome	evidence_tier	protein_length	ref_accession	ref_length	pident	alnlen	evalue	qcov	tcov	length_ratio_query_to_ref
OMDBv2.0_AA_G_NR100_000070768335	KAGO19-1_SAMD00074002_MAG_00000011	Catalytic triad complete	514	A0A7W6M8H4	601	60.900	489	4.119E-214	0.951	0.814	0.8552
OMDBv2.0_AA_G_NR100_000020524183	BPAM22-1_SAMN07482711_MAG_00000016	Catalytic triad complete	595	A0A0P1I4Z2	600	56.600	594	9.327E-237	0.992	0.990	0.9917
OMDBv2.0_AA_G_NR100_000060680023	GALA18-1_SAMEA4699796_MAG_00000031	Catalytic triad complete	595	A0A0P1I4Z2	600	56.600	594	2.654E-237	0.992	0.990	0.9917
OMDBv2.0_AA_G_NR100_000111452165	NOWI19-1_SAMN09201534_MAG_00000068	Catalytic triad complete	595	A0A0P1I4Z2	600	56.600	594	3.634E-237	0.992	0.990	0.9917
OMDBv2.0_AA_G_NR100_000167978519	SIER19-1_SAMEA104210874_MAG_00000127	Catalytic triad complete	595	A0A0P1I4Z2	600	56.300	594	6.142E-236	0.992	0.990	0.9917
OMDBv2.0_AA_G_NR100_000019736286	BPAM22-1_SAMN07452617_MAG_00000078	Catalytic triad complete	597	A0A0P1I4Z2	600	57.200	582	1.717E-235	0.975	0.970	0.9950
OMDBv2.0_AA_G_NR100_000023732896	BPAM22-1_SAMN07483129_MAG_00000046	Catalytic triad complete	597	A0A0P1I4Z2	600	57.000	582	6.031E-235	0.975	0.970	0.9950
OMDBv2.0_AA_G_NR100_000029162791	BPAM22-1_SAMN07483592_MAG_00000035	Catalytic triad complete	597	A0A0P1I4Z2	600	55.800	594	1.910E-233	0.988	0.990	0.9950
OMDBv2.0_AA_G_NR100_000061336823	TARA_SAMEA2622429_MAG_00000074	Catalytic triad complete	597	A0A0P1I4Z2	600	54.500	594	1.136E-228	0.988	0.990	0.9950
OMDBv2.0_AA_G_NR100_000075304550	KOBI21-1_SAMD00080271_MAG_00000012	Catalytic triad complete	597	A0A0P1I4Z2	600	56.900	581	1.717E-235	0.973	0.968	0.9950
OMDBv2.0_AA_G_NR100_000155806894	SANC23-1_SAMEA110646479_MAG_00000048	Catalytic triad complete	597	A0A238JYC4	600	54.700	599	1.722E-232	0.997	0.998	0.9950
OMDBv2.0_AA_G_NR100_000203832833	TARA_SAMEA5998334_MAG_00000143	Catalytic triad complete	597	A0A0P1I4Z2	600	56.900	582	1.130E-234	0.975	0.970	0.9950
OMDBv2.0_AA_G_NR100_000209891650	TARA_SAMEA6010462_MAG_00000080	Catalytic triad complete	597	A0A0P1I4Z2	600	56.500	582	1.717E-235	0.975	0.970	0.9950
OMDBv2.0_AA_G_NR100_000214513035	TARA_SAMEA6025995_MAG_00000091	Catalytic triad complete	597	A0A0P1I4Z2	600	57.000	582	1.254E-235	0.975	0.970	0.9950
OMDBv2.0_AA_G_NR100_000232478596	WEBE19-1_SAMN10854669_MAG_00000021	Catalytic triad complete	597	A0A0P1I4Z2	600	56.700	582	1.395E-233	0.975	0.970	0.9950
OMDBv2.0_AA_G_NR100_000103047711	MART15-1_SAMN04880534_MAG_00000049	Catalytic triad complete	351	A0A1M5PDU5	597	62.400	349	6.972E-159	0.994	0.585	0.5879
OMDBv2.0_AA_G_NR100_000059267505	FUCH22-1_SAMN18055985_MAG_00000122	Catalytic triad complete	597	B6IMP7	597	63.500	595	3.376E-263	0.997	0.995	1.0000
OMDBv2.0_AA_G_NR100_000009084043	ATLA15-1_SAMN03981657-S001_MAG_00000003	Catalytic triad complete	588	A0A212QUP8	600	56.000	529	1.788E-206	0.895	0.882	0.9800
OMDBv2.0_AA_G_NR100_000168395752	SIER19-1_SAMEA4692682_MAG_00000075	Catalytic triad complete	597	G4QJF8	605	69.000	605	7.881E-290	0.998	1.000	0.9868
OMDBv2.0_AA_G_NR100_000244865028	ZHEN15-1_SAMN22350783_MAG_00000002	Catalytic triad complete	597	A0A2Z2NQ59	601	57.700	601	7.390E-240	0.998	1.000	0.9933
OMDBv2.0_AA_G_NR100_000010009718	ATLA15-1_SAMN03981666-S001_MAG_00000003	Catalytic triad complete	598	A0A1T4WDX0	724	61.400	586	5.006E-248	0.980	0.804	0.8260
OMDBv2.0_AA_G_NR100_000074556928	KIEF18-1_SAMN04917373-S019_MAG_00000047	Catalytic triad complete	598	A0ABS5HRU9	597	68.000	597	9.111E-291	0.998	1.000	1.0017
OMDBv2.0_AA_G_NR100_000072388974	KELL22-1_SAMN22237333_MAG_00000005	Catalytic triad complete	597	A0A2Z2NQ59	601	62.300	589	3.098E-256	0.975	0.980	0.9933
OMDBv2.0_AA_G_NR100_000207926397	TARA_SAMEA6006752_MAG_00000114	Catalytic triad complete	596	A0A1W2ECN3	597	66.700	578	4.303E-272	0.970	0.968	0.9983
OMDBv2.0_AA_G_NR100_000075144917	KIMD21-1_SAMN19716615_MAG_00000093	Catalytic triad complete	598	A0A1W2ECN3	597	67.100	582	9.548E-279	0.973	0.975	1.0017
OMDBv2.0_AA_G_NR100_000045287644	COEL20-1_SAMN07406957_MAG_00000010	HMM-supported (no triad)	225	A0A1M6DXN6	597	73.800	222	3.594E-117	0.987	0.372	0.3769
OMDBv2.0_AA_G_NR100_000026805519	BPAM22-1_SAMN07483455_MAG_00000032	Catalytic triad complete	598	A0A1M5PDU5	597	65.300	591	7.047E-276	0.988	0.990	1.0017
OMDBv2.0_AA_G_NR100_000070055007	KAGO19-1_SAMD00073905_MAG_00000038	Catalytic triad complete	598	A0A1M5PDU5	597	65.400	591	1.068E-276	0.988	0.990	1.0017
OMDBv2.0_AA_G_NR100_000070924846	KAGO19-1_SAMD00074046_MAG_00000003	Catalytic triad complete	598	A0A1M5PDU5	597	65.600	591	4.601E-278	0.988	0.990	1.0017
OMDBv2.0_AA_G_NR100_000076232451	KOBI21-1_SAMD00231941_MAG_00000006	Catalytic triad complete	598	A0A1M5PDU5	597	65.600	591	1.791E-278	0.988	0.990	1.0017
OMDBv2.0_AA_G_NR100_000079593439	KOPF15-1_SAMEA7392469_MAG_00000181	Catalytic triad complete	598	A0A1M5PDU5	597	65.900	591	4.113E-280	0.988	0.990	1.0017
OMDBv2.0_AA_G_NR100_000071024807	KAGO19-1_SAMD00074062_MAG_00000019	Catalytic triad complete	598	A0A0P1IAD0	597	67.500	597	1.008E-291	0.998	1.000	1.0017
OMDBv2.0_AA_G_NR100_000075293230	KOBI21-1_SAMD00080269_MAG_00000007	Catalytic triad complete	305	A0AAN0RL66	580	96.700	304	2.248E-198	0.997	0.524	0.5259
OMDBv2.0_AA_G_NR100_000160673456	SCHR19-1_SAMN09405880_MAG_00000015	Catalytic triad complete	467	A0AAN0RL66	580	98.400	466	2.019E-317	0.998	0.803	0.8052
OMDBv2.0_AA_G_NR100_000003840879	ALNE20-1_SAMEA6236684_MAG_00000089	Catalytic triad complete	581	A0AAN0RL66	580	94.100	580	0.000E+00	0.998	1.000	1.0017
OMDBv2.0_AA_G_NR100_000041913439	SCHR19-1_SAMN09405938_MAG_00000025	Catalytic triad complete	581	A0AAN0RL66	580	98.900	580	0.000E+00	0.998	1.000	1.0017
OMDBv2.0_AA_G_NR100_000047598298	COLL22-1_SAMN16929948_MAG_00000006	Catalytic triad complete	581	A0AAN0RL66	580	84.400	580	0.000E+00	0.998	1.000	1.0017
OMDBv2.0_AA_G_NR100_000049615317	COLL22-1_SAMN16930110_MAG_00000034	Catalytic triad complete	581	A0AAN0RL66	580	83.900	580	0.000E+00	0.998	1.000	1.0017
OMDBv2.0_AA_G_NR100_000050890234	COLL22-1_SAMN16930214_MAG_00000005	Catalytic triad complete	581	A0AAN0RL66	580	83.900	580	0.000E+00	0.998	1.000	1.0017
OMDBv2.0_AA_G_NR100_000070023475	KAGO19-1_SAMD00073904_MAG_00000003	Catalytic triad complete	581	A0AAN0RL66	580	95.300	580	0.000E+00	0.998	1.000	1.0017
OMDBv2.0_AA_G_NR100_000075489500	KOBI21-1_SAMD00230602_MAG_00000012	Catalytic triad complete	581	A0AAN0RL66	580	95.000	580	0.000E+00	0.998	1.000	1.0017
OMDBv2.0_AA_G_NR100_000076143474	KOBI21-1_SAMD00231916_MAG_00000005	Catalytic triad complete	581	A0AAN0RL66	580	94.800	580	0.000E+00	0.998	1.000	1.0017
OMDBv2.0_AA_G_NR100_000111322375	NOWI19-1_SAMN09201451_MAG_00000125	Catalytic triad complete	581	A0AAN0RL66	580	93.900	580	0.000E+00	0.998	1.000	1.0017
OMDBv2.0_AA_G_NR100_000162301167	SCHR19-1_SAMN09406051_MAG_00000002	Catalytic triad complete	581	A0AAN0RL66	580	98.900	580	0.000E+00	0.998	1.000	1.0017
OMDBv2.0_AA_G_NR100_000201962084	TARA_SAMEA4397705_MAG_00000040	Catalytic triad complete	581	A0AAN0RL66	580	83.900	580	0.000E+00	0.998	1.000	1.0017
OMDBv2.0_AA_G_NR100_000075841767	KOBI21-1_SAMD00231447_MAG_00000008	HMM-supported (no triad)	225	A0AAN0RL66	580	91.900	224	1.338E-143	0.996	0.386	0.3879
OMDBv2.0_AA_G_NR100_000115795509	PANK22-1_SAMN12290160_MAG_00000070	Catalytic triad complete	598	A0A6L8W931	612	55.900	583	7.803E-219	0.975	0.951	0.9771
OMDBv2.0_AA_G_NR100_000071601944	KELL22-1_SAMN22237329_MAG_00000043	Catalytic triad complete	588	A0ABP9R5R9	576	48.200	572	1.155E-170	0.964	0.993	1.0208
OMDBv2.0_AA_G_NR100_000122842945	PANK22-1_SAMN12291395_MAG_00000009	Catalytic triad complete	588	A0A4R1HVV6	591	48.800	560	6.894E-172	0.952	0.924	0.9949
OMDBv2.0_AA_G_NR100_000237118785	ZHAN22-1_SAMN11355750_MAG_00000104	Catalytic triad complete	598	A0ACH4G603	608	56.100	591	6.310E-232	0.988	0.972	0.9836
OMDBv2.0_AA_G_NR100_000139559481	RSGB23-1_GCF-000671395-V1_GENO_10000001	Catalytic triad complete	598	A0A238KVV2	605	70.100	599	2.934E-286	0.992	0.990	0.9884
OMDBv2.0_AA_G_NR100_000141984006	RSGB23-1_GCF-003176875-V1_GENO_10000001	Catalytic triad complete	597	A0AAX0WSK8	596	100.000	596	0.000E+00	0.998	1.000	1.0017
OMDBv2.0_AA_G_NR100_000228401252	WANG22-1_SAMN08714533-S078_MAG_00000049	Catalytic triad complete	598	A0A238J1L1	599	69.300	597	7.539E-286	0.997	0.997	0.9983
OMDBv2.0_AA_G_NR100_000233610721	WIND23-1_Gp0561259-S001_MAG_00000117	Catalytic triad complete	598	A0A975P7Q1	597	69.000	591	1.709E-290	0.988	0.990	1.0017
OMDBv2.0_AA_G_NR100_000203723063	TARA_SAMEA5997980_MAG_00000112	HMM-supported (no triad)	122	A0A1H0JBJ9	597	62.000	116	9.989E-51	0.951	0.194	0.2044
OMDBv2.0_AA_G_NR100_000073882147	KELL22-1_SAMN22237344_MAG_00000058	Catalytic triad complete	599	A0A8G2BML8	600	66.500	588	4.344E-277	0.978	0.980	0.9983
OMDBv2.0_AA_G_NR100_000121048383	PANK22-1_SAMN12291153_MAG_00000030	Catalytic triad complete	598	A0A967C673	601	55.800	597	7.799E-228	0.995	0.993	0.9950
OMDBv2.0_AA_G_NR100_000124863859	PANK22-1_SAMN20741628_MAG_00000010	Catalytic triad complete	599	A0A967C673	601	55.000	597	9.039E-226	0.995	0.993	0.9967
OMDBv2.0_AA_G_NR100_000144329581	RSGB23-1_GCF-002903485-V1_GENO_10000001	Catalytic triad complete	596	A0A5F0K8U1	595	92.400	595	0.000E+00	0.998	1.000	1.0017
OMDBv2.0_AA_G_NR100_000209958803	TARA_SAMEA6010521_MAG_00000021	Catalytic triad complete	599	A0A238KKZ1	594	71.100	593	5.544E-295	0.990	0.998	1.0084
OMDBv2.0_AA_G_NR100_000181256334	TAOJ22-1_SAMN27365854_MAG_00000087	Catalytic triad complete	599	A0ABT3A2T0	567	85.000	567	0.000E+00	0.947	1.000	1.0564
OMDBv2.0_AA_G_NR100_000249233120	ZORZ22-1_SAMN30647030_MAG_00000074	Catalytic triad complete	599	A0A1H6H0T1	598	57.900	597	1.657E-246	0.997	0.998	1.0017
OMDBv2.0_AA_G_NR100_000043215303	CAST23-1_SAMN19118296_MAG_00000017	Catalytic triad complete	600	A0ABU5EAP6	599	55.800	584	1.160E-230	0.973	0.973	1.0017
OMDBv2.0_AA_G_NR100_000003625532	ALNE20-1_SAMEA6236681_MAG_00000080	Catalytic triad complete	383	Q9R613	600	70.600	375	8.620E-188	0.979	0.625	0.6383
OMDBv2.0_AA_G_NR100_000083406320	KRUG19-2_SAMN08777636_MAG_00000200	Catalytic triad complete	600	A0A2T5JWK8	602	66.400	581	3.084E-267	0.967	0.965	0.9967
OMDBv2.0_AA_G_NR100_000105772519	MORG22-1_SAMN09064955_MAG_00000023	Catalytic triad complete	207	A0ABV3XNH1	597	63.100	187	7.918E-78	0.903	0.313	0.3467
OMDBv2.0_AA_G_NR100_000035332125	BRAK15-1_SAMN03392608_MAG_00000048	Catalytic triad complete	600	A0A1X7H2G3	574	54.400	575	3.283E-210	0.958	0.981	1.0453
OMDBv2.0_AA_G_NR100_000058718091	FUCH22-1_SAMN21575218_MAG_00000085	Catalytic triad complete	600	A0A3N1MEZ7	600	64.400	595	7.920E-267	0.992	0.992	1.0000
OMDBv2.0_AA_G_NR100_000236909547	YOSH21-1_SAMD00070386_MAG_00000001	Catalytic triad complete	597	A0A8J7SF46	603	63.800	587	2.226E-262	0.983	0.970	0.9900
OMDBv2.0_AA_G_NR100_000145235514	RSGB23-1_GCF-003075525-V1_GENO_10000001	Catalytic triad complete	600	A0A543KC91	600	71.400	594	2.284E-292	0.987	0.990	1.0000
OMDBv2.0_AA_G_NR100_000011362196	BAEC19-1_SAMN10402039_MAG_00000017	Catalytic triad complete	598	A0AAD2C1T7	597	92.600	597	0.000E+00	0.998	1.000	1.0017
OMDBv2.0_AA_G_NR100_000175237742	SUMM22-1_SAMN21164803_MAG_00000003	Catalytic triad complete	533	A0A9X9WQN2	600	52.400	510	2.695E-181	0.957	0.848	0.8883
OMDBv2.0_AA_G_NR100_000247722595	ZHOU22-1_SAMN16252671_MAG_00000002	Catalytic triad complete	598	V6F901	597	66.800	596	2.003E-276	0.997	0.998	1.0017
OMDBv2.0_AA_G_NR100_000218267568	TARA_SAMEA6036500_MAG_00000087	Catalytic triad complete	449	A0ABZ3E9A3	600	87.900	447	4.444E-282	0.996	0.745	0.7483
OMDBv2.0_AA_G_NR100_000150558204	TARA_SAMEA6001143_MAG_00000145	Catalytic triad complete	600	A0ABZ3E9A3	600	86.600	598	0.000E+00	0.997	0.997	1.0000
OMDBv2.0_AA_G_NR100_000097580483	LUOE22-1_SAMN18233097_MAG_00000009	Catalytic triad complete	601	A0ABZ2W3W7	600	90.600	599	0.000E+00	0.997	0.998	1.0017
OMDBv2.0_AA_G_NR100_000193665993	TARA_SAMEA2622725_MAG_00000002	Catalytic triad complete	601	A0ABZ2W3W7	600	89.600	599	0.000E+00	0.997	0.998	1.0017
OMDBv2.0_AA_G_NR100_000246920735	ZHEN22-1_SAMN12826204_MAG_00000194	Catalytic triad complete	598	A0A967C673	601	58.800	584	5.634E-240	0.972	0.972	0.9950
OMDBv2.0_AA_G_NR100_000164560895	SUTE22-1_SAMN10231919_MAG_00000102	Catalytic triad complete	600	A0A967C673	601	62.000	586	3.528E-256	0.977	0.975	0.9983
OMDBv2.0_AA_G_NR100_000082040416	KOPF15-1_SAMEA7422968_MAG_00000109	Catalytic triad complete	601	A0A2T6B9N3	600	79.100	600	0.000E+00	0.998	1.000	1.0017
OMDBv2.0_AA_G_NR100_000130393808	ROBB21-1_SAMN13943213_MAG_00000133	Catalytic triad complete	597	A0A1Y5RGX7	600	59.300	582	1.904E-236	0.968	0.970	0.9950
OMDBv2.0_AA_G_NR100_000141568922	RSGB23-1_GCF-001715285-V2_GENO_10000001	Catalytic triad complete	601	A0A557RMW6	600	100.000	600	0.000E+00	0.998	1.000	1.0017
OMDBv2.0_AA_G_NR100_000175541094	SUMM22-1_SAMN21164850_MAG_00000008	HMM-supported (no triad)	159	A0ABU5EAP6	599	51.500	159	3.329E-55	0.987	0.265	0.2654
OMDBv2.0_AA_G_NR100_000225054745	TREM17-1_SAMN05416885_MAG_00000011	Catalytic triad complete	567	A0A420WIX5	559	48.600	547	6.453E-182	0.963	0.979	1.0143
OMDBv2.0_AA_G_NR100_000218136521	TARA_SAMEA6036003_MAG_00000133	Catalytic triad complete	581	Q8KXD5	618	51.500	547	7.012E-195	0.940	0.885	0.9401
OMDBv2.0_AA_G_NR100_000057237260	HAWL17-1_SAMN05224524_MAG_00000096	Catalytic triad complete	602	A0A5S3PBJ7	601	71.500	601	4.445E-304	0.998	1.000	1.0017
OMDBv2.0_AA_G_NR100_000237058535	ZHAN22-1_SAMN11355722_MAG_00000224	Catalytic triad complete	246	A0A1Y6BPE7	610	59.700	201	1.643E-80	0.817	0.330	0.4033
OMDBv2.0_AA_G_NR100_000208394827	TARA_SAMEA6007783_MAG_00000054	Catalytic triad complete	602	A0A8G2BML8	600	69.200	585	8.132E-285	0.972	0.972	1.0033
OMDBv2.0_AA_G_NR100_000168125774	SIER19-1_SAMEA4692675_MAG_00000006	Catalytic triad complete	587	A0A8G2BML8	600	66.600	579	8.236E-273	0.986	0.963	0.9783
OMDBv2.0_AA_G_NR100_000059870880	FUCH22-1_SAMN21575218_MAG_00000053	HMM-supported (no triad)	144	A0ACH2XDR8	610	67.300	141	3.286E-69	0.979	0.231	0.2361
OMDBv2.0_AA_G_NR100_000185849362	TARA_SAMEA2619992_MAG_00000002	Catalytic triad complete	598	A0A2A3JTA0	598	82.000	595	0.000E+00	0.993	0.995	1.0000
OMDBv2.0_AA_G_NR100_000230809492	WANG22-1_SAMN08714535-S001_MAG_00000135	Catalytic triad complete	601	A0A238KH92	600	79.300	596	0.000E+00	0.992	0.993	1.0017
OMDBv2.0_AA_G_NR100_000150988651	RSGB23-1_GCF-009910705-V1_GENO_10000001	Catalytic triad complete	602	A0A7W4VLG0	601	90.500	601	0.000E+00	0.998	1.000	1.0017
OMDBv2.0_AA_G_NR100_000191326967	TARA_SAMEA2623397_MAG_00000069	HMM-supported (no triad)	213	A0A1H2UPX9	600	78.500	210	3.107E-118	0.986	0.350	0.3550
OMDBv2.0_AA_G_NR100_000215079962	TARA_SAMEA6027814_MAG_00000002	Catalytic triad complete	602	A0A431VKS2	599	60.400	589	5.335E-250	0.977	0.983	1.0050
OMDBv2.0_AA_G_NR100_000225379758	TREM17-1_SAMN05416844_MAG_00000005	Catalytic triad complete	603	A0ABX0X0C1	600	59.400	589	4.577E-242	0.977	0.972	1.0050
OMDBv2.0_AA_G_NR100_000030809624	POHA15-1_SAMEA2555028_MAG_00000073	Catalytic triad complete	597	A0ABY6N775	602	53.900	591	1.400E-215	0.983	0.982	0.9917
OMDBv2.0_AA_G_NR100_000002922152	ALNE18-1_SAMEA104408621_MAG_00000036	Catalytic triad complete	600	A0A3N1MEZ7	600	62.900	577	1.868E-259	0.960	0.962	1.0000
OMDBv2.0_AA_G_NR100_000137877990	RSGB23-1_GCF-000283275-V1_GENO_10000001	Catalytic triad complete	603	A0ABZ2W3W7	600	71.200	601	4.204E-303	0.997	0.998	1.0050
OMDBv2.0_AA_G_NR100_000138688789	RSGB23-1_GCF-003205175-V1_GENO_10000001	Catalytic triad complete	596	Q5ZTA2	616	100.000	595	0.000E+00	0.998	0.966	0.9675
OMDBv2.0_AA_G_NR100_000161983078	SCHR19-1_SAMN09405983_MAG_00000004	Catalytic triad complete	255	A0ABT7EUP9	601	60.800	199	4.933E-84	0.780	0.331	0.4243
OMDBv2.0_AA_G_NR100_000235493365	WIND23-1_Gp0561270-S001_MAG_00000125	Catalytic triad complete	603	A0A967C673	601	68.000	600	2.416E-285	0.995	0.995	1.0033
OMDBv2.0_AA_G_NR100_000102400209	MARK18-1_SAMN08606314_MAG_00000037	Catalytic triad complete	467	A0A1K1X810	618	43.800	461	4.548E-132	0.985	0.746	0.7557
OMDBv2.0_AA_G_NR100_000003109562	ALNE18-1_SAMEA104408621_MAG_00000033	Catalytic triad complete	652	A0A1K1X810	618	44.000	498	4.413E-142	0.762	0.806	1.0550
OMDBv2.0_AA_G_NR100_000102347031	MARK18-1_SAMN08606307_MAG_00000037	Catalytic triad complete	652	A0A1K1X810	618	43.800	498	3.232E-142	0.762	0.806	1.0550
OMDBv2.0_AA_G_NR100_000033870620	BPAM22-1_SAMN08954311_MAG_00000004	Catalytic triad complete	672	A0ABT3HHN5	611	58.100	592	3.588E-233	0.881	0.966	1.0998
OMDBv2.0_AA_G_NR100_000145104129	RSGB23-1_GCF-003061125-V1_GENO_10000001	Catalytic triad complete	657	Q9F4K5	587	88.700	585	0.000E+00	0.890	0.997	1.1193
OMDBv2.0_AA_G_NR100_000127018115	RAGG21-1_SAMN14329493_MAG_00000003	Catalytic triad complete	657	A0A9X0R0S5	600	55.700	593	1.920E-230	0.903	0.982	1.0950
OMDBv2.0_AA_G_NR100_000216618372	TARA_SAMEA6031051_MAG_00000017	Catalytic triad complete	671	A0A1Y6CAY5	651	63.800	587	8.131E-253	0.869	0.902	1.0307
OMDBv2.0_AA_G_NR100_000071976710	KELL22-1_SAMN22237330_MAG_00000055	Catalytic triad complete	600	A0ABU5EAP6	599	62.800	598	2.537E-262	0.995	0.998	1.0017
OMDBv2.0_AA_G_NR100_000122637550	PANK22-1_SAMN12291347_MAG_00000019	Catalytic triad complete	535	A0A8G2BML8	600	66.400	537	4.866E-250	0.998	0.895	0.8917
OMDBv2.0_AA_G_NR100_000129517159	ROBB21-1_SAMN13943198_MAG_00000002	Catalytic triad complete	671	A0A1Y6BPE7	610	57.700	655	3.902E-249	0.976	0.972	1.1000
OMDBv2.0_AA_G_NR100_000191614336	TARA_SAMEA2622212_MAG_00000003	Catalytic triad complete	677	A0A1Y6C941	637	59.800	613	1.944E-243	0.905	0.954	1.0628
OMDBv2.0_AA_G_NR100_000039065190	CAOS20-1_SAMN13674978-S012_MAG_00000122	Catalytic triad complete	612	A0A286HLJ2	611	90.100	611	0.000E+00	0.998	1.000	1.0016
OMDBv2.0_AA_G_NR100_000153565140	RSGB23-1_GCF-900218065-V1_GENO_10000001	Catalytic triad complete	580	A0ABT0DSW7	579	99.100	579	0.000E+00	0.998	1.000	1.0017
OMDBv2.0_AA_G_NR100_000052536044	DLUG22-1_SAMEA5958382_MAG_00000034	Catalytic triad complete	580	A0ABU1WWS1	579	95.800	579	0.000E+00	0.998	1.000	1.0017
OMDBv2.0_AA_G_NR100_000137236674	RSGB23-1_GCF-001513745-V1_GENO_10000001	Catalytic triad complete	600	Q63UR2	601	93.600	601	0.000E+00	0.998	1.000	0.9983
OMDBv2.0_AA_G_NR100_000187099292	TARA_SAMEA2620484_MAG_00000034	HMM-supported (no triad)	192	A0ABS6SMJ6	626	65.000	189	7.192E-84	0.984	0.289	0.3067
OMDBv2.0_AA_G_NR100_000063937607	HARO18-2_SAMN10839296_MAG_00000194	Catalytic triad complete	331	A0A1G6WTX7	603	63.900	316	2.390E-135	0.955	0.521	0.5489
OMDBv2.0_AA_G_NR100_000029785484	BPAM22-1_SAMN07483619_MAG_00000034	Catalytic triad complete	571	A0ABU5EAP6	599	59.400	547	2.483E-225	0.958	0.913	0.9533
OMDBv2.0_AA_G_NR100_000182663222	THRA17-1_SAMN05791317_MAG_00000007	Catalytic triad complete	603	A0ABU5EAP6	599	58.400	582	1.790E-239	0.965	0.972	1.0067
OMDBv2.0_AA_G_NR100_000177290321	SUTE22-1_SAMN10231895_MAG_00000150	Catalytic triad complete	605	A0ABU5EAP6	599	57.300	581	3.313E-229	0.960	0.970	1.0100
OMDBv2.0_AA_G_NR100_000237780338	ZHAN22-1_SAMN11355946_MAG_00000147	Catalytic triad complete	605	A0ABU5EAP6	599	56.900	591	1.434E-230	0.977	0.987	1.0100
OMDBv2.0_AA_G_NR100_000177382254	SUTE22-1_SAMN10231896_MAG_00000108	Catalytic triad complete	629	A0ABU5EAP6	599	58.500	591	3.550E-235	0.940	0.982	1.0501
OMDBv2.0_AA_G_NR100_000188873276	TARA_SAMEA2621208_MAG_00000013	Catalytic triad complete	278	A0A4S2GY34	698	71.000	269	6.533E-134	0.968	0.384	0.3983
OMDBv2.0_AA_G_NR100_000200345081	TARA_SAMEA4397174_MAG_00000040	Catalytic triad complete	643	A0A4S2HFF4	652	60.200	594	2.770E-248	0.924	0.910	0.9862
OMDBv2.0_AA_G_NR100_000101941491	MAKI22-1_SAMN20322035_MAG_00000032	Catalytic triad complete	683	A0A4S2HFF4	652	58.100	595	1.456E-235	0.871	0.908	1.0475
OMDBv2.0_AA_G_NR100_000186690448	TARA_SAMEA2621859_MAG_00000038	Catalytic triad complete	626	A0A4S2HFF4	652	58.400	597	2.538E-233	0.954	0.908	0.9601
OMDBv2.0_AA_G_NR100_000062260989	HABI22-1_SAMN26919637_MAG_00000030	Catalytic triad complete	696	A0A1K1Y8J9	676	63.600	650	4.861E-271	0.891	0.962	1.0296
OMDBv2.0_AA_G_NR100_000036544783	CAOS20-1_SAMN13674977-S020_MAG_00000019	Catalytic triad complete	586	A0A7W6BJD3	584	76.200	577	2.437E-302	0.985	0.988	1.0034
OMDBv2.0_AA_G_NR100_000039106894	CAOS20-1_SAMN13674978-S013_MAG_00000007	Catalytic triad complete	162	A0A239JAA5	585	100.000	161	3.067E-110	0.994	0.275	0.2769
OMDBv2.0_AA_G_NR100_000036622650	CAOS20-1_SAMN13674977-S020_MAG_00000032	Catalytic triad complete	667	A0A839ZUW4	646	77.700	615	0.000E+00	0.909	0.952	1.0325
OMDBv2.0_AA_G_NR100_000053242455	DOMB18-1_SAMN06251743_MAG_00000273	Catalytic triad complete	699	Q5P962	809	44.600	661	3.250E-180	0.940	0.817	0.8640
OMDBv2.0_AA_G_NR100_000187220975	TARA_SAMEA2620565_MAG_00000009	HMM-supported (no triad)	436	A0A4S2GY34	698	67.700	418	1.366E-187	0.936	0.599	0.6246
OMDBv2.0_AA_G_NR100_000177800034	SUTE22-1_SAMN10231900_MAG_00000189	Catalytic triad complete	80	I3D2C6	354	77.200	79	6.902E-41	0.988	0.223	0.2260
OMDBv2.0_AA_G_NR100_000053827721	DONG22-1_SAMN19687752_MAG_00000014	Catalytic triad complete	254	I3D2C6	354	76.600	253	1.003E-139	0.996	0.715	0.7175
OMDBv2.0_AA_G_NR100_000213517791	TARA_SAMEA6022543_MAG_00000033	Catalytic triad complete	355	I3D2C6	354	81.300	354	6.049E-207	0.997	1.000	1.0028
OMDBv2.0_AA_G_NR100_000113804828	OBRI24-1_SAMEA115094367_MAG_00000126	HMM-supported (no triad)	178	A0A1I3MUN4	601	57.900	156	2.395E-56	0.876	0.260	0.2962
OMDBv2.0_AA_G_NR100_000185172451	TULL18-1_SAMN07571242_MAG_00000030	Catalytic triad complete	359	A0ACE6BKC4	378	77.400	359	4.662E-196	0.989	0.950	0.9497
OMDBv2.0_AA_G_NR100_000145916896	RSGB23-1_GCF-003326695-V1_GENO_10000001	Catalytic triad complete	385	A0A9P1K0F5	419	47.700	377	2.311E-101	0.979	0.874	0.9189
OMDBv2.0_AA_G_NR100_000065805816	HAWL17-1_SAMN08283974_MAG_00000186	Catalytic triad complete	603	A0A3N1MEZ7	600	65.600	602	1.995E-280	0.998	0.998	1.0050
OMDBv2.0_AA_G_NR100_000245622961	ZHEN20-1_SAMN07748056_MAG_00000061	Catalytic triad complete	367	D8IXL9	832	41.800	335	3.062E-79	0.891	0.403	0.4411
OMDBv2.0_AA_G_NR100_000163804201	SCHR21-1_SAMN15950866_MAG_00000004	Catalytic triad complete	607	A0A1G6WTX7	603	50.200	589	8.057E-201	0.970	0.977	1.0066
